NumberOfSamplePoint, frequency, freq_position, freq_true, S_real, S_imag, S_abs, S_dB
5171,0,0,0,1,0,1,-2.1475e-10
5171,1,142.85,1.001,0.35369,-0.89651,0.96376,-0.32065
5171,2,285.7,2.002,-0.67299,-0.65156,0.93672,-0.5678
5171,3,428.55,3.003,-0.82309,0.53306,0.98063,-0.16987
5171,4,571.4,3.997,0.68344,0.65356,0.94564,-0.48549
5171,5,714.25,4.998,-0.071908,-0.040398,0.082479,-21.673
5171,6,857.1,5.999,0.005809,-0.0063638,0.0086165,-41.293
5171,7,999.95,7,-0.0081539,-0.016401,0.018316,-34.743
5172,0,0,0,1,0,1,-2.1121e-10
5172,1,142.85,1.001,0.34108,-0.89233,0.9553,-0.39723
5172,2,285.7,2.002,-0.66539,-0.63792,0.92179,-0.70739
5172,3,428.55,3.003,-0.81677,0.5382,0.97815,-0.19189
5172,4,571.4,3.997,0.69281,0.61224,0.92457,-0.68123
5172,5,714.25,4.998,-0.055329,-0.021488,0.059355,-24.531
5172,6,857.1,5.999,0.0029401,-0.0037123,0.0047355,-46.493
5172,7,999.95,7,-0.033663,-0.049048,0.059489,-24.511
5173,0,0,0,1,0,1,-2.0412e-10
5173,1,142.85,1.001,0.38963,-0.89073,0.97222,-0.24474
5173,2,285.7,2.002,-0.64018,-0.69868,0.94762,-0.46732
5173,3,428.55,3.003,-0.87456,0.43616,0.97729,-0.19956
5173,4,571.4,3.997,0.55498,0.79443,0.96908,-0.27279
5173,5,714.25,4.998,-0.076483,-0.082362,0.1124,-18.985
5173,6,857.1,5.999,0.01622,-0.012473,0.020461,-33.781
5173,7,999.95,7,-0.00078036,-0.0017942,0.0019566,-54.17
5174,0,0,0,1,0,1,-2.051e-10
5174,1,142.85,1.001,0.35836,-0.89718,0.9661,-0.29956
5174,2,285.7,2.002,-0.6775,-0.65676,0.94358,-0.50442
5174,3,428.55,3.003,-0.81272,0.55707,0.98531,-0.12852
5174,4,571.4,3.997,0.69165,0.58965,0.90888,-0.82985
5174,5,714.25,4.998,-0.049454,-0.016882,0.052256,-25.637
5174,6,857.1,5.999,0.0015875,-0.0020293,0.0025765,-51.779
5174,7,999.95,7,-0.033597,-0.045953,0.056925,-24.894
5175,0,0,0,1,0,1,-2.0788e-10
5175,1,142.85,1.001,0.34566,-0.90506,0.96882,-0.2751
5175,2,285.7,2.002,-0.69924,-0.63769,0.94635,-0.47895
5175,3,428.55,3.003,-0.8052,0.55893,0.98017,-0.17393
5175,4,571.4,3.997,0.70936,0.66528,0.97251,-0.24209
5175,5,714.25,4.998,-0.071409,-0.074933,0.10351,-19.7
5175,6,857.1,5.999,0.026594,-0.017717,0.031955,-29.909
5175,7,999.95,7,0.00051708,-0.0034211,0.00346,-49.219
5176,0,0,0,1,0,1,-2.0487e-10
5176,1,142.85,1.001,0.35265,-0.90549,0.97174,-0.24903
5176,2,285.7,2.002,-0.69983,-0.64525,0.9519,-0.4282
5176,3,428.55,3.003,-0.80595,0.56258,0.98288,-0.14998
5176,4,571.4,3.997,0.71155,0.65728,0.96867,-0.27649
5176,5,714.25,4.998,-0.092188,-0.082485,0.1237,-18.152
5176,6,857.1,5.999,0.010638,-0.0086142,0.013689,-37.273
5176,7,999.95,7,-0.00053024,-0.0011194,0.0012386,-58.141
5177,0,0,0,1,0,1,-2.0937e-10
5177,1,142.85,1.001,0.34946,-0.89204,0.95805,-0.37225
5177,2,285.7,2.002,-0.65732,-0.64561,0.92134,-0.71156
5177,3,428.55,3.003,-0.82858,0.49864,0.96705,-0.29104
5177,4,571.4,3.997,0.70738,0.66349,0.96985,-0.26594
5177,5,714.25,4.998,-0.033283,-0.024796,0.041504,-27.638
5177,6,857.1,5.999,0.013983,-0.013148,0.019194,-34.337
5177,7,999.95,7,-0.0032212,-0.007524,0.0081845,-41.74
5178,0,0,0,1,0,1,-2.0471e-10
5178,1,142.85,1.001,0.3786,-0.88353,0.96123,-0.34346
5178,2,285.7,2.002,-0.62029,-0.68454,0.92377,-0.68875
5178,3,428.55,3.003,-0.87146,0.41572,0.96554,-0.30455
5178,4,571.4,3.997,0.58211,0.76654,0.96252,-0.33181
5178,5,714.25,4.998,-0.056572,-0.039061,0.068747,-23.255
5178,6,857.1,5.999,0.0065605,-0.006844,0.0094806,-40.463
5178,7,999.95,7,-0.014143,-0.02714,0.030604,-30.285
5179,0,0,0,1,0,1,-2.1164e-10
5179,1,142.85,1.001,0.32425,-0.90947,0.96554,-0.30461
5179,2,285.7,2.002,-0.72615,-0.60567,0.94559,-0.48594
5179,3,428.55,3.003,-0.74681,0.64202,0.98484,-0.13267
5179,4,571.4,3.997,0.83432,0.47921,0.96216,-0.33509
5179,5,714.25,4.998,-0.041973,-0.022287,0.047523,-26.462
5179,6,857.1,5.999,0.0090358,-0.0093582,0.013009,-37.715
5179,7,999.95,7,-0.0048165,-0.010457,0.011513,-38.776
5180,0,0,0,1,0,1,-2.1053e-10
5180,1,142.85,1.001,0.33567,-0.90544,0.96565,-0.30358
5180,2,285.7,2.002,-0.7118,-0.6218,0.94515,-0.49003
5180,3,428.55,3.003,-0.76005,0.62679,0.98516,-0.12985
5180,4,571.4,3.997,0.85355,0.43235,0.95681,-0.38353
5180,5,714.25,4.998,-0.0049909,-0.0041317,0.0064792,-43.77
5180,6,857.1,5.999,0.0049187,-0.0059143,0.0076924,-42.279
5180,7,999.95,7,-0.032391,-0.049407,0.059078,-24.571
5181,0,0,0,1,0,1,-2.0586e-10
5181,1,142.85,1.001,0.35593,-0.891,0.95946,-0.35947
5181,2,285.7,2.002,-0.65513,-0.65163,0.92402,-0.68636
5181,3,428.55,3.003,-0.82497,0.51164,0.97075,-0.25784
5181,4,571.4,3.997,0.76914,0.58338,0.96535,-0.30628
5181,5,714.25,4.998,-0.012746,-0.008341,0.015233,-36.345
5181,6,857.1,5.999,0.0074139,-0.0084849,0.011268,-38.963
5181,7,999.95,7,-0.0055448,-0.011344,0.012626,-37.974
5182,0,0,0,1,0,1,-2.0873e-10
5182,1,142.85,1.001,0.36681,-0.88509,0.95809,-0.37185
5182,2,285.7,2.002,-0.63116,-0.66896,0.91971,-0.727
5182,3,428.55,3.003,-0.85346,0.45567,0.96749,-0.2871
5182,4,571.4,3.997,0.68511,0.67223,0.95983,-0.35615
5182,5,714.25,4.998,-0.0045087,-0.0054627,0.0070831,-42.996
5182,6,857.1,5.999,0.0053135,-0.006141,0.0081207,-41.808
5182,7,999.95,7,-0.034764,-0.053703,0.063973,-23.88
5183,0,0,0,1,0,1,-2.1323e-10
5183,1,142.85,1.001,0.33486,-0.89738,0.95782,-0.37434
5183,2,285.7,2.002,-0.68446,-0.62427,0.92639,-0.66412
5183,3,428.55,3.003,-0.78688,0.58018,0.97764,-0.19638
5183,4,571.4,3.997,0.82543,0.49148,0.96067,-0.34855
5183,5,714.25,4.998,-0.012064,-0.0067522,0.013825,-37.187
5183,6,857.1,5.999,0.0058914,-0.0070831,0.009213,-40.712
5183,7,999.95,7,-0.013778,-0.024789,0.028361,-30.946
5184,0,0,0,1,0,1,-2.1552e-10
5184,1,142.85,1.001,0.31985,-0.89099,0.94666,-0.47611
5184,2,285.7,2.002,-0.66971,-0.60622,0.90334,-0.88301
5184,3,428.55,3.003,-0.78156,0.56842,0.96641,-0.29679
5184,4,571.4,3.997,0.85722,0.43939,0.96327,-0.32502
5184,5,714.25,4.998,-0.00045035,-0.002753,0.0027896,-51.089
5184,6,857.1,5.999,0.0049723,-0.0064335,0.008131,-41.797
5184,7,999.95,7,-0.01772,-0.029626,0.034522,-29.238
5185,0,0,0,1,0,1,-2.2038e-10
5185,1,142.85,1.001,0.32049,-0.91512,0.96962,-0.26799
5185,2,285.7,2.002,-0.74345,-0.59225,0.95052,-0.4408
5185,3,428.55,3.003,-0.71767,0.66961,0.98154,-0.16182
5185,4,571.4,3.997,0.89813,0.24809,0.93177,-0.61382
5185,5,714.25,4.998,0.008259,0.0011178,0.0083343,-41.583
5185,6,857.1,5.999,0.024349,-0.019546,0.031224,-30.11
5185,7,999.95,7,-9.2618e-05,-6.6063e-06,9.2853e-05,-80.644
5186,0,0,0,1,0,1,-2.0913e-10
5186,1,142.85,1.001,0.35139,-0.88833,0.95531,-0.39713
5186,2,285.7,2.002,-0.64599,-0.65248,0.91817,-0.74153
5186,3,428.55,3.003,-0.84356,0.48203,0.97157,-0.25054
5186,4,571.4,3.997,0.63196,0.70275,0.94511,-0.49037
5186,5,714.25,4.998,-0.060187,-0.035826,0.070043,-23.093
5186,6,857.1,5.999,0.010952,-0.011796,0.016096,-35.866
5186,7,999.95,7,-0.0040357,-0.0086869,0.0095786,-40.374
5187,0,0,0,1,0,1,-1.9932e-10
5187,1,142.85,1.001,0.38943,-0.88328,0.96532,-0.3066
5187,2,285.7,2.002,-0.61927,-0.70065,0.93509,-0.58292
5187,3,428.55,3.003,-0.88216,0.42222,0.978,-0.19325
5187,4,571.4,3.997,0.53749,0.74662,0.91996,-0.7246
5187,5,714.25,4.998,-0.078264,-0.042194,0.088914,-21.021
5187,6,857.1,5.999,0.0042971,-0.0051421,0.0067012,-43.477
5187,7,999.95,7,-0.012016,-0.0218,0.024892,-32.079
5188,0,0,0,1,0,1,-2.0546e-10
5188,1,142.85,1.001,0.36402,-0.88449,0.95646,-0.38662
5188,2,285.7,2.002,-0.62802,-0.65984,0.91094,-0.81022
5188,3,428.55,3.003,-0.83833,0.44376,0.94853,-0.45894
5188,4,571.4,3.997,0.74243,0.60307,0.9565,-0.38626
5188,5,714.25,4.998,0.02406,0.0086744,0.025576,-31.843
5188,6,857.1,5.999,0.011711,-0.011527,0.016432,-35.686
5188,7,999.95,7,-0.012804,-0.026357,0.029303,-30.662
5189,0,0,0,1,0,1,-2.118e-10
5189,1,142.85,1.001,0.32434,-0.91084,0.96686,-0.29272
5189,2,285.7,2.002,-0.72798,-0.60919,0.94925,-0.45242
5189,3,428.55,3.003,-0.76199,0.62605,0.98619,-0.12082
5189,4,571.4,3.997,0.71675,0.61422,0.94392,-0.50128
5189,5,714.25,4.998,-0.133,-0.10272,0.16805,-15.491
5189,6,857.1,5.999,0.0083896,-0.0076425,0.011349,-38.901
5189,7,999.95,7,-0.00044969,-0.00078418,0.00090397,-60.877
5190,0,0,0,1,0,1,-2.0483e-10
5190,1,142.85,1.001,0.37482,-0.87677,0.95353,-0.41335
5190,2,285.7,2.002,-0.59935,-0.67367,0.90169,-0.89883
5190,3,428.55,3.003,-0.85601,0.38347,0.93798,-0.55616
5190,4,571.4,3.997,0.6832,0.67361,0.95943,-0.3597
5190,5,714.25,4.998,0.039025,0.01523,0.041891,-27.558
5190,6,857.1,5.999,0.01221,-0.01248,0.01746,-35.159
5190,7,999.95,7,-0.011624,-0.024019,0.026684,-31.475
5191,0,0,0,1,0,1,-2.2118e-10
5191,1,142.85,1.001,0.27132,-0.92548,0.96443,-0.31459
5191,2,285.7,2.002,-0.80172,-0.51467,0.9527,-0.42089
5191,3,428.55,3.003,-0.56991,0.8038,0.98534,-0.12832
5191,4,571.4,3.997,0.91451,-0.13022,0.92373,-0.68907
5191,5,714.25,4.998,0.0014477,-0.0016487,0.0021941,-53.175
5191,6,857.1,5.999,0.0080696,-0.0095689,0.012517,-38.05
5191,7,999.95,7,-0.009561,-0.017965,0.020351,-33.828
5192,0,0,0,1,0,1,-2.1201e-10
5192,1,142.85,1.001,0.34011,-0.89066,0.95339,-0.41456
5192,2,285.7,2.002,-0.66071,-0.63248,0.91465,-0.77495
5192,3,428.55,3.003,-0.80685,0.54,0.97088,-0.25666
5192,4,571.4,3.997,0.81423,0.50439,0.9578,-0.3745
5192,5,714.25,4.998,-0.0045943,-0.003408,0.0057203,-44.852
5192,6,857.1,5.999,0.0011009,-0.0012635,0.0016758,-55.515
5192,7,999.95,7,-0.10803,-0.10594,0.15131,-16.403
5193,0,0,0,1,0,1,-2.0668e-10
5193,1,142.85,1.001,0.3504,-0.90026,0.96604,-0.30006
5193,2,285.7,2.002,-0.68594,-0.64504,0.94159,-0.52275
5193,3,428.55,3.003,-0.80953,0.55497,0.98149,-0.16225
5193,4,571.4,3.997,0.73272,0.61996,0.95981,-0.35628
5193,5,714.25,4.998,-0.049663,-0.030818,0.058448,-24.665
5193,6,857.1,5.999,0.0093071,-0.0093319,0.01318,-37.602
5193,7,999.95,7,-0.005083,-0.011284,0.012376,-38.148
5194,0,0,0,1,0,1,-2.1622e-10
5194,1,142.85,1.001,0.31895,-0.90216,0.95688,-0.38284
5194,2,285.7,2.002,-0.70569,-0.59795,0.92496,-0.67753
5194,3,428.55,3.003,-0.74357,0.63031,0.97478,-0.22191
5194,4,571.4,3.997,0.91689,0.25812,0.95253,-0.42243
5194,5,714.25,4.998,0.012357,0.001227,0.012418,-38.119
5194,6,857.1,5.999,0.0061743,-0.007204,0.0094878,-40.457
5194,7,999.95,7,-0.025541,-0.041957,0.04912,-26.175
5195,0,0,0,1,0,1,-2.162e-10
5195,1,142.85,1.001,0.34411,-0.90002,0.96356,-0.32246
5195,2,285.7,2.002,-0.69261,-0.63006,0.93632,-0.57156
5195,3,428.55,3.003,-0.76931,0.60803,0.98058,-0.17032
5195,4,571.4,3.997,0.90994,0.30831,0.96075,-0.34778
5195,5,714.25,4.998,0.00042706,-0.0016334,0.0016883,-55.451
5195,6,857.1,5.999,0.00044141,-0.00044412,0.00062617,-64.066
5195,7,999.95,7,-0.070879,-0.074068,0.10252,-19.784
5196,0,0,0,1,0,1,-2.074e-10
5196,1,142.85,1.001,0.36096,-0.88757,0.95816,-0.37124
5196,2,285.7,2.002,-0.6371,-0.66275,0.91931,-0.73073
5196,3,428.55,3.003,-0.85405,0.44399,0.96257,-0.3314
5196,4,571.4,3.997,0.60327,0.76128,0.97133,-0.25264
5196,5,714.25,4.998,-0.048142,-0.045236,0.06606,-23.601
5196,6,857.1,5.999,0.023401,-0.019139,0.030231,-30.391
5196,7,999.95,7,-0.00020086,-0.00016609,0.00026063,-71.679
5197,0,0,0,1,0,1,-2.0721e-10
5197,1,142.85,1.001,0.35273,-0.8912,0.95846,-0.3685
5197,2,285.7,2.002,-0.65529,-0.64806,0.92162,-0.70895
5197,3,428.55,3.003,-0.82397,0.50519,0.96651,-0.29585
5197,4,571.4,3.997,0.78442,0.56428,0.96629,-0.29784
5197,5,714.25,4.998,0.025888,0.0080176,0.027101,-31.34
5197,6,857.1,5.999,0.01928,-0.01883,0.02695,-31.389
5197,7,999.95,7,-0.0014105,-0.0029194,0.0032423,-49.783
5198,0,0,0,1,0,1,-2.1113e-10
5198,1,142.85,1.001,0.33332,-0.90084,0.96053,-0.34978
5198,2,285.7,2.002,-0.69138,-0.62223,0.93015,-0.62896
5198,3,428.55,3.003,-0.79235,0.56571,0.97357,-0.23264
5198,4,571.4,3.997,0.78862,0.56382,0.96944,-0.26955
5198,5,714.25,4.998,-0.0087542,-0.010619,0.013762,-37.226
5198,6,857.1,5.999,0.02778,-0.0226,0.035812,-28.919
5198,7,999.95,7,3.3603e-05,3.1308e-05,4.5928e-05,-86.758
5199,0,0,0,1,0,1,-2.0056e-10
5199,1,142.85,1.001,0.38946,-0.88432,0.96628,-0.29795
5199,2,285.7,2.002,-0.61739,-0.70084,0.934,-0.59308
5199,3,428.55,3.003,-0.88844,0.38772,0.96936,-0.27029
5199,4,571.4,3.997,0.46747,0.84544,0.96607,-0.29985
5199,5,714.25,4.998,-0.11229,-0.13781,0.17777,-15.003
5199,6,857.1,5.999,0.015682,-0.012322,0.019944,-34.004
5199,7,999.95,7,-0.00078242,-0.0017565,0.0019229,-54.321
5200,0,0,0,1,0,1,-2.1007e-10
5200,1,142.85,1.001,0.33458,-0.89931,0.95954,-0.35878
5200,2,285.7,2.002,-0.69216,-0.62042,0.92952,-0.63483
5200,3,428.55,3.003,-0.77049,0.60302,0.97841,-0.18958
5200,4,571.4,3.997,0.88723,0.37506,0.96324,-0.32529
5200,5,714.25,4.998,0.0011134,-0.0020848,0.0023635,-52.529
5200,6,857.1,5.999,0.0040717,-0.0051181,0.0065402,-43.688
5200,7,999.95,7,-0.019129,-0.031283,0.036669,-28.714
5201,0,0,0,1,0,1,-2.1071e-10
5201,1,142.85,1.001,0.33205,-0.90258,0.96172,-0.33902
5201,2,285.7,2.002,-0.70124,-0.61734,0.93427,-0.59057
5201,3,428.55,3.003,-0.76996,0.60445,0.97888,-0.18542
5201,4,571.4,3.997,0.86429,0.43124,0.9659,-0.30135
5201,5,714.25,4.998,-0.0031118,-0.0043246,0.0053278,-45.469
5201,6,857.1,5.999,0.0092253,-0.0099302,0.013554,-37.359
5201,7,999.95,7,-0.01026,-0.020522,0.022944,-32.787
5202,0,0,0,1,0,1,-2.082e-10
5202,1,142.85,1.001,0.35702,-0.88654,0.95572,-0.39334
5202,2,285.7,2.002,-0.63801,-0.65639,0.91537,-0.76809
5202,3,428.55,3.003,-0.84408,0.46675,0.96453,-0.31365
5202,4,571.4,3.997,0.68032,0.6829,0.96394,-0.31901
5202,5,714.25,4.998,-0.026757,-0.01717,0.031793,-29.953
5202,6,857.1,5.999,0.0093294,-0.010058,0.013718,-37.254
5202,7,999.95,7,-0.0073481,-0.015352,0.01702,-35.381
5203,0,0,0,1,0,1,-2.0906e-10
5203,1,142.85,1.001,0.34633,-0.89073,0.95569,-0.39364
5203,2,285.7,2.002,-0.65621,-0.63681,0.9144,-0.77723
5203,3,428.55,3.003,-0.80929,0.51729,0.96049,-0.35017
5203,4,571.4,3.997,0.83195,0.48174,0.96136,-0.3423
5203,5,714.25,4.998,0.0096139,0.00065754,0.0096363,-40.322
5203,6,857.1,5.999,0.0038123,-0.004305,0.0057504,-44.806
5203,7,999.95,7,-0.053348,-0.072029,0.089634,-20.951
5204,0,0,0,1,0,1,-2.1895e-10
5204,1,142.85,1.001,0.33648,-0.90126,0.96203,-0.33624
5204,2,285.7,2.002,-0.70073,-0.62187,0.93688,-0.56633
5204,3,428.55,3.003,-0.75596,0.6287,0.98323,-0.14689
5204,4,571.4,3.997,0.91947,0.27113,0.95861,-0.36718
5204,5,714.25,4.998,0.01897,0.000991,0.018996,-34.427
5204,6,857.1,5.999,0.0030786,-0.0041337,0.0051541,-45.757
5204,7,999.95,7,-0.033071,-0.046861,0.057355,-24.829
5205,0,0,0,1,0,1,-2.2487e-10
5205,1,142.85,1.001,0.304,-0.91679,0.96588,-0.30153
5205,2,285.7,2.002,-0.76379,-0.57124,0.95378,-0.41103
5205,3,428.55,3.003,-0.65848,0.73188,0.9845,-0.13568
5205,4,571.4,3.997,0.89806,0.28287,0.94155,-0.52312
5205,5,714.25,4.998,-0.023927,-0.006335,0.024752,-32.128
5205,6,857.1,5.999,0.0028426,-0.0038503,0.0047859,-46.401
5205,7,999.95,7,-0.023567,-0.035319,0.042459,-27.441
5206,0,0,0,1,0,1,-2.0586e-10
5206,1,142.85,1.001,0.36481,-0.88744,0.9595,-0.35908
5206,2,285.7,2.002,-0.63342,-0.66831,0.92079,-0.71676
5206,3,428.55,3.003,-0.86128,0.42325,0.95966,-0.35766
5206,4,571.4,3.997,0.5494,0.80521,0.97479,-0.22182
5206,5,714.25,4.998,-0.052177,-0.066,0.084133,-21.501
5206,6,857.1,5.999,0.037244,-0.024816,0.044755,-26.983
5206,7,999.95,7,0.00047202,-0.0020153,0.0020698,-53.681
5207,0,0,0,1,0,1,-2.1624e-10
5207,1,142.85,1.001,0.30434,-0.91306,0.96245,-0.33245
5207,2,285.7,2.002,-0.74975,-0.57325,0.94379,-0.50251
5207,3,428.55,3.003,-0.67949,0.71398,0.98563,-0.12573
5207,4,571.4,3.997,0.93246,0.23341,0.96123,-0.34345
5207,5,714.25,4.998,-0.019325,-0.0063905,0.020354,-33.827
5207,6,857.1,5.999,0.003528,-0.0045602,0.0057656,-44.783
5207,7,999.95,7,-0.014624,-0.024397,0.028444,-30.92
5208,0,0,0,1,0,1,-2.0665e-10
5208,1,142.85,1.001,0.36291,-0.88589,0.95734,-0.37864
5208,2,285.7,2.002,-0.63224,-0.66277,0.91596,-0.76242
5208,3,428.55,3.003,-0.84986,0.44355,0.95865,-0.3668
5208,4,571.4,3.997,0.65573,0.71675,0.97145,-0.25161
5208,5,714.25,4.998,-0.023539,-0.020272,0.031065,-30.155
5208,6,857.1,5.999,0.015666,-0.014483,0.021335,-33.418
5208,7,999.95,7,-0.002179,-0.0051047,0.0055503,-45.114
5209,0,0,0,1,0,1,-2.1008e-10
5209,1,142.85,1.001,0.35056,-0.89278,0.95914,-0.36233
5209,2,285.7,2.002,-0.66114,-0.64586,0.92425,-0.6842
5209,3,428.55,3.003,-0.82245,0.51542,0.97061,-0.25909
5209,4,571.4,3.997,0.74871,0.61224,0.96717,-0.28998
5209,5,714.25,4.998,-0.021735,-0.014175,0.025949,-31.718
5209,6,857.1,5.999,0.0091271,-0.0096122,0.013255,-37.552
5209,7,999.95,7,-0.0075308,-0.015819,0.01752,-35.129
5210,0,0,0,1,0,1,-2.1236e-10
5210,1,142.85,1.001,0.3269,-0.90236,0.95975,-0.35684
5210,2,285.7,2.002,-0.70716,-0.61654,0.93819,-0.55421
5210,3,428.55,3.003,-0.75984,0.62877,0.98626,-0.12016
5210,4,571.4,3.997,0.69531,0.52544,0.87152,-1.1945
5210,5,714.25,4.998,-0.08239,-0.02458,0.085979,-21.312
5210,6,857.1,5.999,0.0024539,-0.0034434,0.0042284,-47.477
5210,7,999.95,7,-0.013115,-0.02141,0.025108,-32.004
5211,0,0,0,1,0,1,-2.141e-10
5211,1,142.85,1.001,0.32003,-0.90642,0.96125,-0.34324
5211,2,285.7,2.002,-0.71875,-0.60043,0.93654,-0.56944
5211,3,428.55,3.003,-0.74336,0.64184,0.98211,-0.15677
5211,4,571.4,3.997,0.87745,0.40219,0.96523,-0.30736
5211,5,714.25,4.998,-0.017739,-0.0092983,0.020028,-33.967
5211,6,857.1,5.999,0.0073201,-0.0081875,0.010983,-39.186
5211,7,999.95,7,-0.012117,-0.02308,0.026067,-31.678
5212,0,0,0,1,0,1,-2.0678e-10
5212,1,142.85,1.001,0.35237,-0.89703,0.96375,-0.32068
5212,2,285.7,2.002,-0.67831,-0.65181,0.94073,-0.53071
5212,3,428.55,3.003,-0.81415,0.55557,0.98565,-0.12557
5212,4,571.4,3.997,0.63168,0.62079,0.88566,-1.0546
5212,5,714.25,4.998,-0.095991,-0.040371,0.10413,-19.648
5212,6,857.1,5.999,0.0034756,-0.0044691,0.0056615,-44.941
5212,7,999.95,7,-0.0096633,-0.017345,0.019856,-34.042
5213,0,0,0,1,0,1,-2.0928e-10
5213,1,142.85,1.001,0.35581,-0.8917,0.96007,-0.35395
5213,2,285.7,2.002,-0.65471,-0.65402,0.92541,-0.67329
5213,3,428.55,3.003,-0.83477,0.49317,0.96957,-0.26842
5213,4,571.4,3.997,0.70831,0.66135,0.96907,-0.27291
5213,5,714.25,4.998,-0.014103,-0.012841,0.019073,-34.392
5213,6,857.1,5.999,0.016441,-0.015463,0.02257,-32.929
5213,7,999.95,7,-0.0026646,-0.0061341,0.0066878,-43.494
5214,0,0,0,1,0,1,-2.1222e-10
5214,1,142.85,1.001,0.32839,-0.90386,0.96167,-0.3395
5214,2,285.7,2.002,-0.71232,-0.61413,0.94051,-0.53275
5214,3,428.55,3.003,-0.74622,0.6444,0.98595,-0.12289
5214,4,571.4,3.997,0.80712,0.4413,0.91988,-0.72535
5214,5,714.25,4.998,-0.023813,-0.0068116,0.024768,-32.122
5214,6,857.1,5.999,0.0029478,-0.004098,0.0050481,-45.937
5214,7,999.95,7,-0.01841,-0.028653,0.034058,-29.356
5215,0,0,0,1,0,1,-2.0531e-10
5215,1,142.85,1.001,0.35629,-0.89696,0.96513,-0.30829
5215,2,285.7,2.002,-0.67328,-0.65141,0.93683,-0.56681
5215,3,428.55,3.003,-0.81804,0.53368,0.97674,-0.20446
5215,4,571.4,3.997,0.7569,0.60246,0.9674,-0.28791
5215,5,714.25,4.998,-0.0319,-0.020081,0.037694,-28.475
5215,6,857.1,5.999,0.008053,-0.0082552,0.011532,-38.762
5215,7,999.95,7,-0.0068205,-0.014542,0.016062,-35.884
5216,0,0,0,1,0,1,-2.0366e-10
5216,1,142.85,1.001,0.37643,-0.88202,0.95899,-0.36375
5216,2,285.7,2.002,-0.61693,-0.67549,0.91482,-0.77332
5216,3,428.55,3.003,-0.84957,0.42134,0.94832,-0.46094
5216,4,571.4,3.997,0.75051,0.56081,0.93689,-0.56623
5216,5,714.25,4.998,0.065417,0.029321,0.071687,-22.891
5216,6,857.1,5.999,0.018133,-0.017218,0.025005,-32.039
5216,7,999.95,7,-0.0079106,-0.017827,0.019503,-34.198
5217,0,0,0,1,0,1,-2.1227e-10
5217,1,142.85,1.001,0.37123,-0.8925,0.96662,-0.29487
5217,2,285.7,2.002,-0.65218,-0.67216,0.93656,-0.56932
5217,3,428.55,3.003,-0.84668,0.47748,0.97204,-0.24632
5217,4,571.4,3.997,0.67682,0.69647,0.97117,-0.25414
5217,5,714.25,4.998,-0.03742,-0.031047,0.048623,-26.263
5217,6,857.1,5.999,0.01321,-0.011689,0.017639,-35.07
5217,7,999.95,7,-0.0025773,-0.0063086,0.0068148,-43.331
5218,0,0,0,1,0,1,-2.1443e-10
5218,1,142.85,1.001,0.31997,-0.90416,0.95911,-0.36268
5218,2,285.7,2.002,-0.71158,-0.59955,0.93049,-0.62581
5218,3,428.55,3.003,-0.74218,0.63559,0.97714,-0.20091
5218,4,571.4,3.997,0.91299,0.22064,0.93927,-0.54419
5218,5,714.25,4.998,0.040631,0.010936,0.042077,-27.519
5218,6,857.1,5.999,0.017414,-0.018174,0.02517,-31.982
5218,7,999.95,7,-0.0045834,-0.0096487,0.010682,-39.427
5219,0,0,0,1,0,1,-2.1696e-10
5219,1,142.85,1.001,0.30687,-0.9049,0.95552,-0.39523
5219,2,285.7,2.002,-0.72287,-0.57868,0.92596,-0.66812
5219,3,428.55,3.003,-0.69895,0.6856,0.97907,-0.18374
5219,4,571.4,3.997,0.92684,-0.00038446,0.92684,-0.65993
5219,5,714.25,4.998,0.02125,0.0015172,0.021305,-33.431
5219,6,857.1,5.999,0.00288,-0.0037818,0.0047536,-46.46
5219,7,999.95,7,-0.051129,-0.065658,0.083218,-21.596
5220,0,0,0,1,0,1,-1.9457e-10
5220,1,142.85,1.001,0.4017,-0.89099,0.97736,-0.19889
5220,2,285.7,2.002,-0.63835,-0.71349,0.95737,-0.37843
5220,3,428.55,3.003,-0.88242,0.4257,0.97974,-0.17783
5220,4,571.4,3.997,0.55294,0.80147,0.9737,-0.2315
5220,5,714.25,4.998,-0.046322,-0.061727,0.077174,-22.251
5220,6,857.1,5.999,0.028173,-0.017646,0.033243,-29.566
5220,7,999.95,7,0.00014887,-0.00023142,0.00027517,-71.208
5221,0,0,0,1,0,1,-2.0635e-10
5221,1,142.85,1.001,0.37201,-0.88371,0.95882,-0.36528
5221,2,285.7,2.002,-0.62087,-0.67117,0.9143,-0.77821
5221,3,428.55,3.003,-0.85005,0.41273,0.94495,-0.49184
5221,4,571.4,3.997,0.66948,0.66904,0.94647,-0.47783
5221,5,714.25,4.998,0.044367,0.027778,0.052345,-25.623
5221,6,857.1,5.999,0.033249,-0.025045,0.041627,-27.613
5221,7,999.95,7,-0.00096471,-0.0019273,0.0021552,-53.33
5222,0,0,0,1,0,1,-2.1591e-10
5222,1,142.85,1.001,0.31829,-0.9015,0.95604,-0.39049
5222,2,285.7,2.002,-0.70157,-0.60396,0.92572,-0.6704
5222,3,428.55,3.003,-0.7704,0.60227,0.97787,-0.19434
5222,4,571.4,3.997,0.80285,0.53385,0.96414,-0.31722
5222,5,714.25,4.998,-0.034928,-0.020687,0.040595,-27.831
5222,6,857.1,5.999,0.014273,-0.01428,0.02019,-33.897
